description	enabled	ladder	min diff	version	op	param	value	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	c mod 5 param	c mod 5 min	c mod 5 max	*eol
Greater Essence of Grounding	1			100	18	360	0		2	"pelt,rar,eth"	"es23,qty=1"						"usetype,rar,eth,pre=393"			100																																																																																				0
Essence of Grounding	1			100	18	360	0		2	"pelt,rar,eth"	"es22,qty=1"						"usetype,rar,eth,pre=391"			100																																																																																				0
Perfect Essence of Antitoxin	1			100	18	360	0		2	"pelt,rar,eth"	"es09,qty=1"						"usetype,rar,eth,pre=414"			100																																																																																				0
Greater Essence of Antitoxin	1			100	18	360	0		2	"pelt,rar,eth"	"es08,qty=1"						"usetype,rar,eth,pre=413"			100																																																																																				0
Essence of Antitoxin	1			100	18	360	0		2	"pelt,rar,eth"	"es07,qty=1"						"usetype,rar,eth,pre=411"			100																																																																																				0
Perfect Essence of Battle	1			100	18	360	0		2	"pelt,rar,eth"	"es12,qty=1"						"usetype,rar,eth,pre=243"			100																																																																																				0
Greater Essence of Battle	1			100	18	360	0		2	"pelt,rar,eth"	"es11,qty=1"						"usetype,rar,eth,pre=242"			100																																																																																				0
Essence of Battle	1			100	18	360	0		2	"pelt,rar,eth"	"es10,qty=1"						"usetype,rar,eth,pre=241"			100																																																																																				0
Perfect Essence of Rage	1			100	18	360	0		2	"pelt,rar,eth"	"es37,qty=1"						"usetype,rar,eth,suf=377"			100																																																																																				0
Greater Essence of Rage	1			100	18	360	0		2	"pelt,rar,eth"	"es36,qty=1"						"usetype,rar,eth,suf=376"			100																																																																																				0
Essence of Rage	1			100	18	360	0		2	"pelt,rar,eth"	"es35,qty=1"						"usetype,rar,eth,suf=375"			100																																																																																				0
Perfect Essence of Alacrity	1			100	18	360	0		2	"pelt,rar,eth"	"es06,qty=1"						"usetype,rar,eth,suf=245"			100																																																																																				0
Greater Essence of Alacrity	1			100	18	360	0		2	"pelt,rar,eth"	"es05,qty=1"						"usetype,rar,eth,suf=244"			100																																																																																				0
Essence of Alacrity	1			100	18	360	0		2	"pelt,rar,eth"	"es04,qty=1"						"usetype,rar,eth,suf=243"			100																																																																																				0
Perfect Essence of Spite	1			100	18	360	0		2	"pelt,rar,eth"	"es49,qty=1"						"usetype,rar,eth,suf=298"			100																																																																																				0
Greater Essence of Spite	1			100	18	360	0		2	"pelt,rar,eth"	"es48,qty=1"						"usetype,rar,eth,suf=297"			100																																																																																				0
Essence of Spite	1			100	18	360	0		2	"pelt,rar,eth"	"es47,qty=1"						"usetype,rar,eth,suf=296"			100																																																																																				0
Perfect Essence of the Body	1			100	18	360	0		2	"pelt,rar,eth"	"es58,qty=1"						"usetype,rar,eth,suf=326"			100																																																																																				0
Greater Essence of the Body	1			100	18	360	0		2	"pelt,rar,eth"	"es57,qty=1"						"usetype,rar,eth,suf=325"			100																																																																																				0
Essence of the Body	1			100	18	360	0		2	"pelt,rar,eth"	"es56,qty=1"						"usetype,rar,eth,suf=324"			100																																																																																				0
Perfect Essence of Ice	1			100	18	360	0		2	"pelt,rar,eth"	"es30,qty=1"						"usetype,rar,eth,pre=817"			100																																																																																				0
Greater Essence of Ice	1			100	18	360	0		2	"pelt,rar,eth"	"es29,qty=1"						"usetype,rar,eth,pre=816"			100																																																																																				0
Essence of Ice	1			100	18	360	0		2	"pelt,rar,eth"	"es28,qty=1"						"usetype,rar,eth,pre=815"			100																																																																																				0
Essence of Insanity	1			100	18	360	0		2	"pelt,rar,eth"	"es31,qty=1"						"usetype,rar,eth,pre=583"			100																																																																																				0
																																																																																																								0
ESSENCES - DRUID PELT - NON-ETHEREAL																																																																																																								0
Perfect Essence of Enhancement	1			100	18	360	0		2	"pelt,rar"	"es18,qty=1"						"usetype,rar,pre=150"			100																																																																																				0
Greater Essence of Enhancement	1			100	18	360	0		2	"pelt,rar"	"es17,qty=1"						"usetype,rar,pre=149"			100																																																																																				0
Essence of Enhancement	1			100	18	360	0		2	"pelt,rar"	"es16,qty=1"						"usetype,rar,pre=148"			100																																																																																				0
Perfect Essence of Insulation	1			100	18	360	0		2	"pelt,rar"	"es34,qty=1"						"usetype,rar,pre=374"			100																																																																																				0
Greater Essence of Insulation	1			100	18	360	0		2	"pelt,rar"	"es33,qty=1"						"usetype,rar,pre=373"			100																																																																																				0
Essence of Insulation	1			100	18	360	0		2	"pelt,rar"	"es32,qty=1"						"usetype,rar,pre=371"			100																																																																																				0
Perfect Essence of Thawing	1			100	18	360	0		2	"pelt,rar"	"es52,qty=1"						"usetype,rar,pre=355"			100																																																																																				0
Greater Essence of Thawing	1			100	18	360	0		2	"pelt,rar"	"es51,qty=1"						"usetype,rar,pre=354"			100																																																																																				0
Essence of Thawing	1			100	18	360	0		2	"pelt,rar"	"es50,qty=1"						"usetype,rar,pre=352"			100																																																																																				0
Perfect Essence of Grounding	1			100	18	360	0		2	"pelt,rar"	"es24,qty=1"						"usetype,rar,pre=394"			100																																																																																				0
Greater Essence of Grounding	1			100	18	360	0		2	"pelt,rar"	"es23,qty=1"						"usetype,rar,pre=393"			100																																																																																				0
Essence of Grounding	1			100	18	360	0		2	"pelt,rar"	"es22,qty=1"						"usetype,rar,pre=391"			100																																																																																				0
Perfect Essence of Antitoxin	1			100	18	360	0		2	"pelt,rar"	"es09,qty=1"						"usetype,rar,pre=414"			100																																																																																				0
Greater Essence of Antitoxin	1			100	18	360	0		2	"pelt,rar"	"es08,qty=1"						"usetype,rar,pre=413"			100																																																																																				0
Essence of Antitoxin	1			100	18	360	0		2	"pelt,rar"	"es07,qty=1"						"usetype,rar,pre=411"			100																																																																																				0
Perfect Essence of Battle	1			100	18	360	0		2	"pelt,rar"	"es12,qty=1"						"usetype,rar,pre=243"			100																																																																																				0
Greater Essence of Battle	1			100	18	360	0		2	"pelt,rar"	"es11,qty=1"						"usetype,rar,pre=242"			100																																																																																				0
Essence of Battle	1			100	18	360	0		2	"pelt,rar"	"es10,qty=1"						"usetype,rar,pre=241"			100																																																																																				0
Perfect Essence of Rage	1			100	18	360	0		2	"pelt,rar"	"es37,qty=1"						"usetype,rar,suf=377"			100																																																																																				0
Greater Essence of Rage	1			100	18	360	0		2	"pelt,rar"	"es36,qty=1"						"usetype,rar,suf=376"			100																																																																																				0
Essence of Rage	1			100	18	360	0		2	"pelt,rar"	"es35,qty=1"						"usetype,rar,suf=375"			100																																																																																				0
Perfect Essence of Alacrity	1			100	18	360	0		2	"pelt,rar"	"es06,qty=1"						"usetype,rar,suf=245"			100																																																																																				0
Greater Essence of Alacrity	1			100	18	360	0		2	"pelt,rar"	"es05,qty=1"						"usetype,rar,suf=244"			100																																																																																				0
Essence of Alacrity	1			100	18	360	0		2	"pelt,rar"	"es04,qty=1"						"usetype,rar,suf=243"			100																																																																																				0
Perfect Essence of Spite	1			100	18	360	0		2	"pelt,rar"	"es49,qty=1"						"usetype,rar,suf=298"			100																																																																																				0
Greater Essence of Spite	1			100	18	360	0		2	"pelt,rar"	"es48,qty=1"						"usetype,rar,suf=297"			100																																																																																				0
Essence of Spite	1			100	18	360	0		2	"pelt,rar"	"es47,qty=1"						"usetype,rar,suf=296"			100																																																																																				0
Perfect Essence of the Body	1			100	18	360	0		2	"pelt,rar"	"es58,qty=1"						"usetype,rar,suf=326"			100																																																																																				0
Greater Essence of the Body	1			100	18	360	0		2	"pelt,rar"	"es57,qty=1"						"usetype,rar,suf=325"			100																																																																																				0
Essence of the Body	1			100	18	360	0		2	"pelt,rar"	"es56,qty=1"						"usetype,rar,suf=324"			100																																																																																				0
Perfect Essence of Ice	1			100	18	360	0		2	"pelt,rar"	"es30,qty=1"						"usetype,rar,pre=817"			100																																																																																				0
Greater Essence of Ice	1			100	18	360	0		2	"pelt,rar"	"es29,qty=1"						"usetype,rar,pre=816"			100																																																																																				0
Essence of Ice	1			100	18	360	0		2	"pelt,rar"	"es28,qty=1"						"usetype,rar,pre=815"			100																																																																																				0
Essence of Insanity	1			100	18	360	0		2	"pelt,rar"	"es31,qty=1"						"usetype,rar,pre=583"			100																																																																																				0
																																																																																																								0
ESSENCES - HELM - ETHEREAL																																																																																																								0
Perfect Essence of Enhancement	1			100	18	360	0		2	"helm,rar,eth"	"es18,qty=1"						"usetype,rar,eth,pre=150"			100																																																																																				0
Greater Essence of Enhancement	1			100	18	360	0		2	"helm,rar,eth"	"es17,qty=1"						"usetype,rar,eth,pre=149"			100																																																																																				0
Essence of Enhancement	1			100	18	360	0		2	"helm,rar,eth"	"es16,qty=1"						"usetype,rar,eth,pre=148"			100																																																																																				0
Perfect Essence of Insulation	1			100	18	360	0		2	"helm,rar,eth"	"es34,qty=1"						"usetype,rar,eth,pre=374"			100																																																																																				0
Greater Essence of Insulation	1			100	18	360	0		2	"helm,rar,eth"	"es33,qty=1"						"usetype,rar,eth,pre=373"			100																																																																																				0
Essence of Insulation	1			100	18	360	0		2	"helm,rar,eth"	"es32,qty=1"						"usetype,rar,eth,pre=371"			100																																																																																				0
Perfect Essence of Thawing	1			100	18	360	0		2	"helm,rar,eth"	"es52,qty=1"						"usetype,rar,eth,pre=355"			100																																																																																				0
Greater Essence of Thawing	1			100	18	360	0		2	"helm,rar,eth"	"es51,qty=1"						"usetype,rar,eth,pre=354"			100																																																																																				0
Essence of Thawing	1			100	18	360	0		2	"helm,rar,eth"	"es50,qty=1"						"usetype,rar,eth,pre=352"			100																																																																																				0
Perfect Essence of Grounding	1			100	18	360	0		2	"helm,rar,eth"	"es24,qty=1"						"usetype,rar,eth,pre=394"			100																																																																																				0
Greater Essence of Grounding	1			100	18	360	0		2	"helm,rar,eth"	"es23,qty=1"						"usetype,rar,eth,pre=393"			100																																																																																				0
Essence of Grounding	1			100	18	360	0		2	"helm,rar,eth"	"es22,qty=1"						"usetype,rar,eth,pre=391"			100																																																																																				0
Perfect Essence of Antitoxin	1			100	18	360	0		2	"helm,rar,eth"	"es09,qty=1"						"usetype,rar,eth,pre=414"			100																																																																																				0
Greater Essence of Antitoxin	1			100	18	360	0		2	"helm,rar,eth"	"es08,qty=1"						"usetype,rar,eth,pre=413"			100																																																																																				0
Essence of Antitoxin	1			100	18	360	0		2	"helm,rar,eth"	"es07,qty=1"						"usetype,rar,eth,pre=411"			100																																																																																				0
Perfect Essence of Battle	1			100	18	360	0		2	"helm,rar,eth"	"es12,qty=1"						"usetype,rar,eth,pre=243"			100																																																																																				0
Greater Essence of Battle	1			100	18	360	0		2	"helm,rar,eth"	"es11,qty=1"						"usetype,rar,eth,pre=242"			100																																																																																				0
Essence of Battle	1			100	18	360	0		2	"helm,rar,eth"	"es10,qty=1"						"usetype,rar,eth,pre=241"			100																																																																																				0
Perfect Essence of Rage	1			100	18	360	0		2	"helm,rar,eth"	"es37,qty=1"						"usetype,rar,eth,suf=377"			100																																																																																				0
Greater Essence of Rage	1			100	18	360	0		2	"helm,rar,eth"	"es36,qty=1"						"usetype,rar,eth,suf=376"			100																																																																																				0
Essence of Rage	1			100	18	360	0		2	"helm,rar,eth"	"es35,qty=1"						"usetype,rar,eth,suf=375"			100																																																																																				0
Perfect Essence of Alacrity	1			100	18	360	0		2	"helm,rar,eth"	"es06,qty=1"						"usetype,rar,eth,suf=245"			100																																																																																				0
Greater Essence of Alacrity	1			100	18	360	0		2	"helm,rar,eth"	"es05,qty=1"						"usetype,rar,eth,suf=244"			100																																																																																				0
Essence of Alacrity	1			100	18	360	0		2	"helm,rar,eth"	"es04,qty=1"						"usetype,rar,eth,suf=243"			100																																																																																				0
Perfect Essence of Spite	1			100	18	360	0		2	"helm,rar,eth"	"es49,qty=1"						"usetype,rar,eth,suf=298"			100																																																																																				0
Greater Essence of Spite	1			100	18	360	0		2	"helm,rar,eth"	"es48,qty=1"						"usetype,rar,eth,suf=297"			100																																																																																				0
Essence of Spite	1			100	18	360	0		2	"helm,rar,eth"	"es47,qty=1"						"usetype,rar,eth,suf=296"			100																																																																																				0
Perfect Essence of the Body	1			100	18	360	0		2	"helm,rar,eth"	"es58,qty=1"						"usetype,rar,eth,suf=331"			100																																																																																				0
Greater Essence of the Body	1			100	18	360	0		2	"helm,rar,eth"	"es57,qty=1"						"usetype,rar,eth,suf=330"			100																																																																																				0
Essence of the Body	1			100	18	360	0		2	"helm,rar,eth"	"es56,qty=1"						"usetype,rar,eth,suf=329"			100																																																																																				0
Essence of Insanity	1			100	18	360	0	ama	2	"helm,rar,eth"	"es31,qty=1"						"usetype,rar,eth,pre=763"			100																																																																																				0
Essence of Insanity	1			100	18	360	0	ass	2	"helm,rar,eth"	"es31,qty=1"						"usetype,rar,eth,pre=773"			100																																																																																				0
Essence of Insanity	1			100	18	360	0	bar	2	"helm,rar,eth"	"es31,qty=1"						"usetype,rar,eth,pre=767"			100																																																																																				0
Essence of Insanity	1			100	18	360	0	dru	2	"helm,rar,eth"	"es31,qty=1"						"usetype,rar,eth,pre=768"			100																																																																																				0
Essence of Insanity	1			100	18	360	0	nec	2	"helm,rar,eth"	"es31,qty=1"						"usetype,rar,eth,pre=765"			100																																																																																				0
Essence of Insanity	1			100	18	360	0	pal	2	"helm,rar,eth"	"es31,qty=1"						"usetype,rar,eth,pre=764"			100																																																																																				0
Essence of Insanity	1			100	18	360	0	sor	2	"helm,rar,eth"	"es31,qty=1"						"usetype,rar,eth,pre=766"			100																																																																																				0
																																																																																																								0
ESSENCES - HELM - NON-ETHEREAL																																																																																																								0
Perfect Essence of Enhancement	1			100	18	360	0		2	"helm,rar"	"es18,qty=1"						"usetype,rar,pre=150"			100																																																																																				0
Greater Essence of Enhancement	1			100	18	360	0		2	"helm,rar"	"es17,qty=1"						"usetype,rar,pre=149"			100																																																																																				0
Essence of Enhancement	1			100	18	360	0		2	"helm,rar"	"es16,qty=1"						"usetype,rar,pre=148"			100																																																																																				0
Perfect Essence of Insulation	1			100	18	360	0		2	"helm,rar"	"es34,qty=1"						"usetype,rar,pre=374"			100																																																																																				0
Greater Essence of Insulation	1			100	18	360	0		2	"helm,rar"	"es33,qty=1"						"usetype,rar,pre=373"			100																																																																																				0
Essence of Insulation	1			100	18	360	0		2	"helm,rar"	"es32,qty=1"						"usetype,rar,pre=371"			100																																																																																				0
Perfect Essence of Thawing	1			100	18	360	0		2	"helm,rar"	"es52,qty=1"						"usetype,rar,pre=355"			100																																																																																				0
Greater Essence of Thawing	1			100	18	360	0		2	"helm,rar"	"es51,qty=1"						"usetype,rar,pre=354"			100																																																																																				0
Essence of Thawing	1			100	18	360	0		2	"helm,rar"	"es50,qty=1"						"usetype,rar,pre=352"			100																																																																																				0
Perfect Essence of Grounding	1			100	18	360	0		2	"helm,rar"	"es24,qty=1"						"usetype,rar,pre=394"			100																																																																																				0
Greater Essence of Grounding	1			100	18	360	0		2	"helm,rar"	"es23,qty=1"						"usetype,rar,pre=393"			100																																																																																				0
Essence of Grounding	1			100	18	360	0		2	"helm,rar"	"es22,qty=1"						"usetype,rar,pre=391"			100																																																																																				0
Perfect Essence of Antitoxin	1			100	18	360	0		2	"helm,rar"	"es09,qty=1"						"usetype,rar,pre=414"			100																																																																																				0
Greater Essence of Antitoxin	1			100	18	360	0		2	"helm,rar"	"es08,qty=1"						"usetype,rar,pre=413"			100																																																																																				0
Essence of Antitoxin	1			100	18	360	0		2	"helm,rar"	"es07,qty=1"						"usetype,rar,pre=411"			100																																																																																				0
Perfect Essence of Battle	1			100	18	360	0		2	"helm,rar"	"es12,qty=1"						"usetype,rar,pre=243"			100																																																																																				0
Greater Essence of Battle	1			100	18	360	0		2	"helm,rar"	"es11,qty=1"						"usetype,rar,pre=242"			100																																																																																				0
Essence of Battle	1			100	18	360	0		2	"helm,rar"	"es10,qty=1"						"usetype,rar,pre=241"			100																																																																																				0
Perfect Essence of Rage	1			100	18	360	0		2	"helm,rar"	"es37,qty=1"						"usetype,rar,suf=377"			100																																																																																				0
Greater Essence of Rage	1			100	18	360	0		2	"helm,rar"	"es36,qty=1"						"usetype,rar,suf=376"			100																																																																																				0
Essence of Rage	1			100	18	360	0		2	"helm,rar"	"es35,qty=1"						"usetype,rar,suf=375"			100																																																																																				0
Perfect Essence of Alacrity	1			100	18	360	0		2	"helm,rar"	"es06,qty=1"						"usetype,rar,suf=245"			100																																																																																				0
Greater Essence of Alacrity	1			100	18	360	0		2	"helm,rar"	"es05,qty=1"						"usetype,rar,suf=244"			100																																																																																				0
Essence of Alacrity	1			100	18	360	0		2	"helm,rar"	"es04,qty=1"						"usetype,rar,suf=243"			100																																																																																				0
Perfect Essence of Spite	1			100	18	360	0		2	"helm,rar"	"es49,qty=1"						"usetype,rar,suf=298"			100																																																																																				0
Greater Essence of Spite	1			100	18	360	0		2	"helm,rar"	"es48,qty=1"						"usetype,rar,suf=297"			100																																																																																				0
Essence of Spite	1			100	18	360	0		2	"helm,rar"	"es47,qty=1"						"usetype,rar,suf=296"			100																																																																																				0
Perfect Essence of the Body	1			100	18	360	0		2	"helm,rar"	"es58,qty=1"						"usetype,rar,suf=331"			100																																																																																				0
Greater Essence of the Body	1			100	18	360	0		2	"helm,rar"	"es57,qty=1"						"usetype,rar,suf=330"			100																																																																																				0
Essence of the Body	1			100	18	360	0		2	"helm,rar"	"es56,qty=1"						"usetype,rar,suf=329"			100																																																																																				0
Essence of Insanity	1			100	18	360	0	ama	2	"helm,rar"	"es31,qty=1"						"usetype,rar,pre=763"			100																																																																																				0
Essence of Insanity	1			100	18	360	0	ass	2	"helm,rar"	"es31,qty=1"						"usetype,rar,pre=773"			100																																																																																				0
Essence of Insanity	1			100	18	360	0	bar	2	"helm,rar"	"es31,qty=1"						"usetype,rar,pre=767"			100																																																																																				0
Essence of Insanity	1			100	18	360	0	dru	2	"helm,rar"	"es31,qty=1"						"usetype,rar,pre=768"			100																																																																																				0
Essence of Insanity	1			100	18	360	0	nec	2	"helm,rar"	"es31,qty=1"						"usetype,rar,pre=765"			100																																																																																				0
Essence of Insanity	1			100	18	360	0	pal	2	"helm,rar"	"es31,qty=1"						"usetype,rar,pre=764"			100																																																																																				0
Essence of Insanity	1			100	18	360	0	sor	2	"helm,rar"	"es31,qty=1"						"usetype,rar,pre=766"			100																																																																																				0
																																																																																																								0
ESSENCES - BOOTS - ETHEREAL																																																																																																								0
Perfect Essence of Enhancement	1			100	18	360	0		2	"boot,rar,eth"	"es18,qty=1"						"usetype,rar,eth,pre=150"			100																																																																																				0
Greater Essence of Enhancement	1			100	18	360	0		2	"boot,rar,eth"	"es17,qty=1"						"usetype,rar,eth,pre=149"			100																																																																																				0
Essence of Enhancement	1			100	18	360	0		2	"boot,rar,eth"	"es16,qty=1"						"usetype,rar,eth,pre=148"			100																																																																																				0
Perfect Essence of Insulation	1			100	18	360	0		2	"boot,rar,eth"	"es34,qty=1"						"usetype,rar,eth,pre=374"			100																																																																																				0
Greater Essence of Insulation	1			100	18	360	0		2	"boot,rar,eth"	"es33,qty=1"						"usetype,rar,eth,pre=373"			100																																																																																				0
Essence of Insulation	1			100	18	360	0		2	"boot,rar,eth"	"es32,qty=1"						"usetype,rar,eth,pre=371"			100																																																																																				0
Perfect Essence of Thawing	1			100	18	360	0		2	"boot,rar,eth"	"es52,qty=1"						"usetype,rar,eth,pre=355"			100																																																																																				0
Greater Essence of Thawing	1			100	18	360	0		2	"boot,rar,eth"	"es51,qty=1"						"usetype,rar,eth,pre=354"			100																																																																																				0
Essence of Thawing	1			100	18	360	0		2	"boot,rar,eth"	"es50,qty=1"						"usetype,rar,eth,pre=352"			100																																																																																				0
Perfect Essence of Grounding	1			100	18	360	0		2	"boot,rar,eth"	"es24,qty=1"						"usetype,rar,eth,pre=394"			100																																																																																				0
Greater Essence of Grounding	1			100	18	360	0		2	"boot,rar,eth"	"es23,qty=1"						"usetype,rar,eth,pre=393"			100																																																																																				0
Essence of Grounding	1			100	18	360	0		2	"boot,rar,eth"	"es22,qty=1"						"usetype,rar,eth,pre=391"			100																																																																																				0
Perfect Essence of Antitoxin	1			100	18	360	0		2	"boot,rar,eth"	"es09,qty=1"						"usetype,rar,eth,pre=414"			100																																																																																				0
Greater Essence of Antitoxin	1			100	18	360	0		2	"boot,rar,eth"	"es08,qty=1"						"usetype,rar,eth,pre=413"			100																																																																																				0
Essence of Antitoxin	1			100	18	360	0		2	"boot,rar,eth"	"es07,qty=1"						"usetype,rar,eth,pre=411"			100																																																																																				0
Perfect Essence of the Mind	1			100	18	360	0		2	"boot,rar,eth"	"es61,qty=1"						"usetype,rar,eth,pre=310"			100																																																																																				0
Greater Essence of the Mind	1			100	18	360	0		2	"boot,rar,eth"	"es60,qty=1"						"usetype,rar,eth,pre=788"			100																																																																																				0
Essence of the Mind	1			100	18	360	0		2	"boot,rar,eth"	"es59,qty=1"						"usetype,rar,eth,pre=306"			100																																																																																				0
Perfect Essence of Alacrity	1			100	18	360	0		2	"boot,rar,eth"	"es06,qty=1"						"usetype,rar,eth,suf=254"			100																																																																																				0
Greater Essence of Alacrity	1			100	18	360	0		2	"boot,rar,eth"	"es05,qty=1"						"usetype,rar,eth,suf=253"			100																																																																																				0
Essence of Alacrity	1			100	18	360	0		2	"boot,rar,eth"	"es04,qty=1"						"usetype,rar,eth,suf=247"			100																																																																																				0
Perfect Essence of the Body	1			100	18	360	0		2	"boot,rar,eth"	"es58,qty=1"						"usetype,rar,eth,suf=325"			100																																																																																				0
Greater Essence of the Body	1			100	18	360	0		2	"boot,rar,eth"	"es57,qty=1"						"usetype,rar,eth,suf=324"			100																																																																																				0
Essence of the Body	1			100	18	360	0		2	"boot,rar,eth"	"es56,qty=1"						"usetype,rar,eth,suf=323"			100																																																																																				0
Essence of Insanity	1			100	18	360	0		2	"boot,rar,eth"	"es31,qty=1"						"usetype,rar,eth,suf=398"			100																																																																																				0
																																																																																																								0
ESSENCES - BOOTS																																																																																																								0
Perfect Essence of Enhancement	1			100	18	360	0		2	"boot,rar"	"es18,qty=1"						"usetype,rar,pre=150"			100																																																																																				0
Greater Essence of Enhancement	1			100	18	360	0		2	"boot,rar"	"es17,qty=1"						"usetype,rar,pre=149"			100																																																																																				0
Essence of Enhancement	1			100	18	360	0		2	"boot,rar"	"es16,qty=1"						"usetype,rar,pre=148"			100																																																																																				0
Perfect Essence of Insulation	1			100	18	360	0		2	"boot,rar"	"es34,qty=1"						"usetype,rar,pre=374"			100																																																																																				0
Greater Essence of Insulation	1			100	18	360	0		2	"boot,rar"	"es33,qty=1"						"usetype,rar,pre=373"			100																																																																																				0
Essence of Insulation	1			100	18	360	0		2	"boot,rar"	"es32,qty=1"						"usetype,rar,pre=371"			100																																																																																				0
Perfect Essence of Thawing	1			100	18	360	0		2	"boot,rar"	"es52,qty=1"						"usetype,rar,pre=355"			100																																																																																				0
Greater Essence of Thawing	1			100	18	360	0		2	"boot,rar"	"es51,qty=1"						"usetype,rar,pre=354"			100																																																																																				0
Essence of Thawing	1			100	18	360	0		2	"boot,rar"	"es50,qty=1"						"usetype,rar,pre=352"			100																																																																																				0
Perfect Essence of Grounding	1			100	18	360	0		2	"boot,rar"	"es24,qty=1"						"usetype,rar,pre=394"			100																																																																																				0
Greater Essence of Grounding	1			100	18	360	0		2	"boot,rar"	"es23,qty=1"						"usetype,rar,pre=393"			100																																																																																				0
Essence of Grounding	1			100	18	360	0		2	"boot,rar"	"es22,qty=1"						"usetype,rar,pre=391"			100																																																																																				0
Perfect Essence of Antitoxin	1			100	18	360	0		2	"boot,rar"	"es09,qty=1"						"usetype,rar,pre=414"			100																																																																																				0
Greater Essence of Antitoxin	1			100	18	360	0		2	"boot,rar"	"es08,qty=1"						"usetype,rar,pre=413"			100																																																																																				0
Essence of Antitoxin	1			100	18	360	0		2	"boot,rar"	"es07,qty=1"						"usetype,rar,pre=411"			100																																																																																				0
Perfect Essence of the Mind	1			100	18	360	0		2	"boot,rar"	"es61,qty=1"						"usetype,rar,pre=310"			100																																																																																				0
Greater Essence of the Mind	1			100	18	360	0		2	"boot,rar"	"es60,qty=1"						"usetype,rar,pre=788"			100																																																																																				0
Essence of the Mind	1			100	18	360	0		2	"boot,rar"	"es59,qty=1"						"usetype,rar,pre=306"			100																																																																																				0
Perfect Essence of Alacrity	1			100	18	360	0		2	"boot,rar"	"es06,qty=1"						"usetype,rar,suf=254"			100																																																																																				0
Greater Essence of Alacrity	1			100	18	360	0		2	"boot,rar"	"es05,qty=1"						"usetype,rar,suf=253"			100																																																																																				0
Essence of Alacrity	1			100	18	360	0		2	"boot,rar"	"es04,qty=1"						"usetype,rar,suf=247"			100																																																																																				0
Perfect Essence of the Body	1			100	18	360	0		2	"boot,rar"	"es58,qty=1"						"usetype,rar,suf=325"			100																																																																																				0
Greater Essence of the Body	1			100	18	360	0		2	"boot,rar"	"es57,qty=1"						"usetype,rar,suf=324"			100																																																																																				0
Essence of the Body	1			100	18	360	0		2	"boot,rar"	"es56,qty=1"						"usetype,rar,suf=323"			100																																																																																				0
Essence of Insanity	1			100	18	360	0		2	"boot,rar"	"es31,qty=1"						"usetype,rar,suf=398"			100																																																																																				0
																																																																																																								0
ESSENCES - BELT - ETHEREAL																																																																																																								0
Perfect Essence of Enhancement	1			100	18	360	0		2	"belt,rar,eth"	"es18,qty=1"						"usetype,rar,eth,pre=150"			100																																																																																				0
Greater Essence of Enhancement	1			100	18	360	0		2	"belt,rar,eth"	"es17,qty=1"						"usetype,rar,eth,pre=149"			100																																																																																				0
Essence of Enhancement	1			100	18	360	0		2	"belt,rar,eth"	"es16,qty=1"						"usetype,rar,eth,pre=148"			100																																																																																				0
Perfect Essence of the Mind	1			100	18	360	0		2	"belt,rar,eth"	"es61,qty=1"						"usetype,rar,eth,pre=787"			100																																																																																				0
Greater Essence of the Mind	1			100	18	360	0		2	"belt,rar,eth"	"es60,qty=1"						"usetype,rar,eth,pre=305"			100																																																																																				0
Essence of the Mind	1			100	18	360	0		2	"belt,rar,eth"	"es59,qty=1"						"usetype,rar,eth,pre=304"			100																																																																																				0
Perfect Essence of Scorn	1			100	18	360	0		2	"belt,rar,eth"	"es40,qty=1"						"usetype,rar,eth,suf=264"			100																																																																																				0
Greater Essence of Scorn	1			100	18	360	0		2	"belt,rar,eth"	"es39,qty=1"						"usetype,rar,eth,suf=263"			100																																																																																				0
Perfect Essence of the Body	1			100	18	360	0		2	"belt,rar,eth"	"es58,qty=1"						"usetype,rar,eth,suf=820"			100																																																																																				0
Greater Essence of the Body	1			100	18	360	0		2	"belt,rar,eth"	"es57,qty=1"						"usetype,rar,eth,suf=819"			100																																																																																				0
Essence of the Body	1			100	18	360	0		2	"belt,rar,eth"	"es56,qty=1"						"usetype,rar,eth,suf=318"			100																																																																																				0
